2026-03-03 18:13:55 | INFO     | tokkyon | === 明細書生成開始 ===
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'13074'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo2MGMyNGQ5ZDY1YTQ4ZTk2YzVkYTM5OWFmNzE4Y2JmNzdhM2FiZjQzLHBhdGhfb2JqZWN0X21vZGU6LHBhdGhfb2JqZWN0X3NpemU6'), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:55 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'57'), (b'X-RateLimit-Used', b'3'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AA95:AA403E:69A6A653')])
2026-03-03 18:13:56 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/ "HTTP/1.1 200 OK"
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | response_closed.complete
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-03-03 18:13:56 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'867'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo2ZmM4YmI4NDI0M2RmYTFlMDZmN2Y1ZmE0NTFhOGJlNzllMzg2MDBhLHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZTozOA=='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:56 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'56'), (b'X-RateLimit-Used', b'4'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AABE:AA406D:69A6A653')])
2026-03-03 18:13:57 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/public "HTTP/1.1 200 OK"
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'4681'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDozMTg2ZWU4MDNhOTU4MmRhODIyMjFhZmNhNDNkODI2OGE2Mzc2MGU3LHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZToyMDU='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:56 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'55'), (b'X-RateLimit-Used', b'5'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AAE7:AA409F:69A6A654')])
2026-03-03 18:13:57 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src "HTTP/1.1 200 OK"
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'1698'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo0N2E0ZDA0ODAxOTBkNjRiNDgzMDA3MGJiOWQ2ZDlmM2Q5YTliODlhLHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZTo3MA=='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:56 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'54'), (b'X-RateLimit-Used', b'6'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AB17:AA40C8:69A6A654')])
2026-03-03 18:13:57 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src/components "HTTP/1.1 200 OK"
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'2760'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo3ZGQxODU4ZDE2ZTJlZTczZjAzZjgxY2U1MTA5YTJjNjhhNmMyZDkxLHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZToxMzE='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:56 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'53'), (b'X-RateLimit-Used', b'7'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AB3B:AA4120:69A6A654')])
2026-03-03 18:13:57 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src/hooks "HTTP/1.1 200 OK"
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'854'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDpjZjIzM2JjZmM2ZWZlMjM2OTE2NWVhM2UxOWIxYTUwZDAzNjM4NTY4LHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZTozNg=='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 03 Mar 2026 09:13:56 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'52'), (b'X-RateLimit-Used', b'8'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Reset', b'1772532835'), (b'X-GitHub-Request-Id', b'DFD4:0E28:90AB6C:AA415E:69A6A654')])
2026-03-03 18:13:57 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src/lib "HTTP/1.1 200 OK"
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.started
2026-03-03 18:13:57 | DEBUG    | httpcore.http11 | response_closed.complete
