2026-02-24 15:49:57 | INFO     | tokkyon | 接続テスト開始: provider=openai
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.started
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'867'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo2ZmM4YmI4NDI0M2RmYTFlMDZmN2Y1ZmE0NTFhOGJlNzllMzg2MDBhLHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZTozOA=='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 24 Feb 2026 06:51:18 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'56'), (b'X-RateLimit-Reset', b'1771919477'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Used', b'4'), (b'X-GitHub-Request-Id', b'DD60:256BC0:85FF71:A57276:699D4A65')])
2026-02-24 15:51:18 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/public "HTTP/1.1 200 OK"
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.started
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'4681'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDozMTg2ZWU4MDNhOTU4MmRhODIyMjFhZmNhNDNkODI2OGE2Mzc2MGU3LHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZToyMDU='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 24 Feb 2026 06:51:18 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'55'), (b'X-RateLimit-Reset', b'1771919477'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Used', b'5'), (b'X-GitHub-Request-Id', b'DD60:256BC0:85FFA1:A572B4:699D4A66')])
2026-02-24 15:51:18 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src "HTTP/1.1 200 OK"
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.started
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Expose-Headers', b'ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Resource, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, X-GitHub-SSO, X-GitHub-Request-Id, Deprecation, Sunset'), (b'Cache-Control', b'public, max-age=60, s-maxage=60'), (b'Content-Length', b'1698'), (b'Content-Security-Policy', b"default-src 'none'"), (b'Content-Type', b'application/json; charset=utf-8'), (b'ETag', b'"60c24d9d65a48e96c5da399af718cbf77a3abf43"'), (b'Last-Modified', b'Fri, 17 Oct 2025 08:45:45 GMT'), (b'Referrer-Policy', b'origin-when-cross-origin, strict-origin-when-cross-origin'), (b'Vary', b'Accept, Accept-Encoding, Accept, X-Requested-With'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Frame-Options', b'deny'), (b'x-github-api-version-selected', b'2022-11-28'), (b'X-GitHub-Media-Type', b'github.v3; format=json'), (b'x-internal-experiment-version-metadata', b'ZW1wdHlfcmVwb3NpdG9yeTpmYWxzZSxoZWFkX29pZDpjN2YwZThiOTFmOTMyMzc1ZTk1MWVjYjc5N2M5YTY4NzhlNDNjYTlhLHJlZl9uYW1lOm1haW4scmVmX2NvbW1pdF9vaWQ6YzdmMGU4YjkxZjkzMjM3NWU5NTFlY2I3OTdjOWE2ODc4ZTQzY2E5YSxyb290X3RyZWVfZW50cnlfb2lkOjYwYzI0ZDlkNjVhNDhlOTZjNWRhMzk5YWY3MThjYmY3N2EzYWJmNDMscGF0aF9vYmplY3RfdHlwZTp0cmVlLHBhdGhfb2JqZWN0X29pZDo0N2E0ZDA0ODAxOTBkNjRiNDgzMDA3MGJiOWQ2ZDlmM2Q5YTliODlhLHBhdGhfb2JqZWN0X21vZGU6MTYzODQscGF0aF9vYmplY3Rfc2l6ZTo3MA=='), (b'X-XSS-Protection', b'0'), (b'Date', b'Tue, 24 Feb 2026 06:51:18 GMT'), (b'Server', b'github.com'), (b'Accept-Ranges', b'bytes'), (b'X-RateLimit-Limit', b'60'), (b'X-RateLimit-Remaining', b'54'), (b'X-RateLimit-Reset', b'1771919477'), (b'X-RateLimit-Resource', b'core'), (b'X-RateLimit-Used', b'6'), (b'X-GitHub-Request-Id', b'DD60:256BC0:85FFD6:A572EF:699D4A66')])
2026-02-24 15:51:18 | INFO     | httpx | HTTP Request: GET https://api.github.com/repos/banana1211-cyber/vrm-chat-app/contents/src/components "HTTP/1.1 200 OK"
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.started
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | response_closed.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-02-24 15:51:18 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
